"region","data_type","date","median_R_mean","median_R_highHPD","median_R_lowHPD"
"VD","infection_norm_n1",2020-12-10,1.05537839079777,1.47744370212044,0.633313079475109
"VD","infection_norm_n1",2020-12-11,0.942474209068379,1.32384069023058,0.56110772790618
"VD","infection_norm_n1",2020-12-12,0.835564778762179,1.18871312429909,0.482416433225265
"VD","infection_norm_n1",2020-12-13,0.747212010965489,1.08236950067083,0.412054521260145
"VD","infection_norm_n1",2020-12-14,0.685815451919238,1.00657862696148,0.365052276876999
"VD","infection_norm_n1",2020-12-15,0.655242541852194,0.967839824043894,0.342645259660494
"VD","infection_norm_n1",2020-12-16,0.657658876812688,0.976358847892033,0.338958905733344
"VD","infection_norm_n1",2020-12-17,0.687868981414178,1.02923402426831,0.346503938560045
"VD","infection_norm_n1",2020-12-18,0.739630822143707,1.1160459297392,0.363215714548217
"VD","infection_norm_n1",2020-12-19,0.816152394708924,1.23413443691234,0.398170352505507
"VD","infection_norm_n1",2020-12-20,0.917774576103063,1.37498317091847,0.460565981287652
"VD","infection_norm_n1",2020-12-21,1.02852590900435,1.50996594643272,0.547085871575975
"VD","infection_norm_n1",2020-12-22,1.12413629505901,1.60662218689761,0.641650403220402
"VD","infection_norm_n1",2020-12-23,1.1938267685819,1.6627966805148,0.724856856648995
"VD","infection_norm_n1",2020-12-24,1.25399312731844,1.71140118669997,0.796585067936904
"VD","infection_norm_n1",2020-12-25,1.31636059247673,1.7656876208415,0.867033564111962
"VD","infection_norm_n1",2020-12-26,1.36971031543747,1.81409691791411,0.925323712960828
"VD","infection_norm_n1",2020-12-27,1.40098637979625,1.84702754957434,0.954945210018168
"VD","infection_norm_n1",2020-12-28,1.41560155542928,1.8627587906369,0.968444320221665
"VD","infection_norm_n1",2020-12-29,1.42546767741371,1.8686871381998,0.982248216627608
"VD","infection_norm_n1",2020-12-30,1.42017000349797,1.85811562344524,0.982224383550704
"VD","infection_norm_n1",2020-12-31,1.3857213583348,1.81458512967117,0.956857586998432
"VD","infection_norm_n1",2021-01-01,1.3368310401482,1.7535155924639,0.920146487832505
"VD","infection_norm_n1",2021-01-02,1.2954653020815,1.70414728623439,0.886783317928606
"VD","infection_norm_n1",2021-01-03,1.26268355016849,1.66403961662024,0.861327483716737
"VD","infection_norm_n1",2021-01-04,1.22400114538499,1.60953479901917,0.838467491750798
"VD","infection_norm_n1",2021-01-05,1.16993225893323,1.53545162666679,0.804412891199675
"VD","infection_norm_n1",2021-01-06,1.11221573838332,1.46382907105487,0.760602405711761
"VD","infection_norm_n1",2021-01-07,1.0608102036322,1.40225360485363,0.71936680241078
"VD","infection_norm_n1",2021-01-08,1.01252300681808,1.34137650399169,0.683669509644469
"VD","infection_norm_n1",2021-01-09,0.958640201599474,1.27440753871985,0.642872864479098
"VD","infection_norm_n1",2021-01-10,0.900380069776336,1.20652471690837,0.594235422644299
"VD","infection_norm_n1",2021-01-11,0.849963848273205,1.14655148509102,0.553376211455392
"VD","infection_norm_n1",2021-01-12,0.817754994181461,1.10086477227812,0.534645216084799
"VD","infection_norm_n1",2021-01-13,0.797667776100017,1.06711514315946,0.528220409040572
"VD","infection_norm_n1",2021-01-14,0.780111826108417,1.039679246538,0.520544405678834
"VD","infection_norm_n1",2021-01-15,0.761546711010824,1.0132720772521,0.509821344769543
"VD","infection_norm_n1",2021-01-16,0.748746345803224,0.99298444223235,0.504508249374097
"VD","infection_norm_n1",2021-01-17,0.748469497936773,0.989261755139194,0.507677240734353
"VD","infection_norm_n1",2021-01-18,0.757449197944749,0.99990431679705,0.514994079092448
"VD","infection_norm_n1",2021-01-19,0.765884995273089,1.0101793645812,0.521590625964981
"VD","infection_norm_n1",2021-01-20,0.774654437761371,1.0200899432187,0.529218932304043
"VD","infection_norm_n1",2021-01-21,0.79241180394719,1.04404007604837,0.540783531846006
"VD","infection_norm_n1",2021-01-22,0.823945373406147,1.09317643855022,0.554714308262072
"VD","infection_norm_n1",2021-01-23,0.863244106455183,1.16467196168634,0.561816251224022
"VD","infection_norm_n1",2021-01-24,0.905604368287949,1.25527509764386,0.555933638932037
"VD","infection_norm_n1",2021-01-25,0.961446244219863,1.37347075265458,0.549421735785147
"VD","infection_norm_n1",2021-01-26,1.03470668520228,1.51366026680277,0.555753103601788
"VD","infection_norm_n1",2021-01-27,1.11266498199823,1.64756388968687,0.577766074309589
"VD","infection_norm_n1",2021-01-28,1.18634909880607,1.76112726138871,0.611570936223427
"VD","infection_norm_n1",2021-01-29,1.25532076287644,1.85597538783666,0.654666137916231
